ACLON,ACLAT,SPR,STRATUM
11.87735,56.14272,90.25792,na
11.45767,56.14191,7.25928,na
11.60756,56.14291,22.17408,na
11.7574,56.14212,132.2984,na
11.87064,56.3968,99.91854,na
11.71978,56.39734,149.00339,na
12.17213,56.39917,45.15522,na
12.32306,56.39985,23.82632,na
11.56896,56.39811,126.6149,na
12.02139,56.39906,106.58596,na
11.44836,56.40069,371.90319,na
8.260487,57.18508,0.93346,na
8.254,57.10158,1.04494,na
7.754889,56.16351,0.14606,na
7.756341,57.01741,0.679892,na
7.755078,56.18029,1.1152,na
7.758354,56.10654,16.59308,na
7.75733,56.26397,2.99989,na
7.75965,57.10112,0.213194,na
7.761002,57.18488,0.839182,na
7.761844,57.26857,0.444169,na
7.756192,56.59882,0.875028,na
7.762359,56.34767,0.597329,na
7.760322,56.43135,0.542,na
7.757854,56.51507,0.389827,na
7.756874,56.02287,13.661208,na
7.755912,56.00952,0.086032,na
7.756384,56.68256,0.458685,na
7.769682,57.3639,1.803102,na
7.767062,57.42834,1.832351,na
7.756619,56.93375,0.3029648,na
7.759095,56.76629,0.525069,na
7.757436,56.84997,0.247531,na
6.764398,56.41702,0.52791,na
6.76621,56.83545,0.751451,na
6.763589,56.91919,0.585385,na
6.763384,56.50073,0.600656,na
6.766268,56.58434,0.802364,na
6.759104,56.01526,0.819163,na
6.764978,56.3333,1.30261,na
6.764659,56.75177,0.65918,na
6.764355,57.0029,1.085588,na
6.758981,57.08652,0.40525,na
6.764294,56.66804,0.32603,na
6.760891,57.20891,4.77688,na
6.760782,57.29264,0.978915,na
6.76057,57.37635,0.540006,na
6.762055,57.15872,0.81397,na
6.765815,56.24957,0.923139,na
6.758926,56.08221,0.706442,na
6.766593,57.45954,0.862485,na
6.762018,56.16591,0.93246,na
6.265061,57.03566,0.380241,na
6.263411,57.11934,0.543945,na
6.268833,57.32644,0.856477,na
6.268948,56.952,1.014017,na
6.26532,57.24264,0.548696,na
6.275153,56.61711,1.593396,na
6.257542,56.05997,1.66446,na
6.269762,56.78459,1.043,na
6.272271,56.70082,0.713781,na
6.264436,56.21777,0.18762,na
6.267718,56.8683,0.522639,na
6.27424,56.53348,2.11551,na
6.267941,56.33407,0.34921,na
6.26652,56.30145,0.85304,na
6.257216,56.08759,0.87224,na
6.272761,57.41019,1.39477,na
6.27381,57.49377,1.11918,na
12.35134,56.63139,111.75461,na
12.05699,56.63016,82.33092,na
12.43939,56.63493,84.85882,na
11.99616,56.63061,352.21569,na
11.84415,56.63258,137.22314,na
11.53232,56.63129,0,na
6.146947,54.65094,1069.99004,na
7.439492,54.64817,0,na
7.577599,54.65091,0,na
7.721153,54.65091,0,na
6.577343,54.65079,1.294,na
6.032089,54.65055,128.29478,na
6.290338,54.651,170.69662,na
6.433849,54.65089,45.67032,na
7.148901,54.65098,160.53559,na
6.720741,54.65082,336.11224,na
6.86417,54.65091,108.47763,na
7.007551,54.65093,0,na
7.292335,54.6507,0.63552,na
6.621243,54.94164,0,na
6.188211,54.9395,0,na
6.33238,54.94197,0,na
6.476817,54.9421,0.25711,na
7.849628,54.94142,1.28709,na
6.048375,54.94205,0,na
6.839044,54.94189,1.927504,na
7.878589,54.94035,0,na
7.272512,54.9422,0.23827,na
7.705311,54.94197,99.86502,na
7.561531,54.94207,2.012,na
7.417067,54.94176,25.99408,na
7.128101,54.94224,4.08066,na
6.983555,54.94241,0.32021,na
7.561472,55.23352,96.3071,na
6.261357,55.23267,0,na
6.115718,55.23313,0,na
7.707046,55.2333,0,na
7.415899,55.23321,3.59281,na
6.406851,55.23325,0,na
7.969084,55.23232,263.03039,na
7.852595,55.23309,0,na
7.156678,55.26905,260.59127,na
7.105403,55.27484,588.93072,na
7.375752,55.23318,0,na
7.28876,55.23487,460.6215,na
6.745576,55.27319,52.6714,na
6.628222,55.23333,0,na
7.010171,55.28779,20.21936,na
6.867487,55.30475,62.20795,na
6.502383,55.23207,0,na
6.043245,55.52587,7.24061,na
7.557374,55.52467,2829.94012,na
7.381513,55.52448,0,na
7.410884,55.52446,6575.69971,na
6.453684,55.52454,0,na
6.600275,55.52431,0,na
6.160523,55.52452,0,na
6.307061,55.52444,0,na
7.001017,55.52608,17.8469,na
7.132904,55.52496,0,na
6.74693,55.52439,0,na
6.893524,55.52481,0,na
7.279665,55.52438,14.86553,na
7.97695,55.81688,363.88288,na
6.123815,55.81536,0,na
6.950925,55.81549,0,na
6.862327,55.81545,0.8002,na
6.714623,55.81541,0,na
6.566946,55.81522,5.15157,na
6.271559,55.81551,0,na
7.447849,55.81533,2402.17224,na
7.891029,55.81562,91.328,na
7.743247,55.81538,0,na
7.477367,55.81565,0,na
6.419318,55.8155,4.39515,na
7.300057,55.81555,826.98943,na
7.152328,55.81536,0,na
7.005711,55.8156,3835.6544,na
4.19387,52.2884,1525.73029,na
2.892057,52.28831,989.58396,na
2.756868,52.2917,11.43296,na
2.633022,52.30885,131.46575,na
3.027711,52.28886,6.88225,na
4.207517,52.28607,342.41508,na
4.059012,52.28878,8978.34851,na
3.993807,52.28864,0,na
3.96669,52.28849,699.88795,na
3.832628,52.2804,164.46582,na
3.702244,52.28901,412.81465,na
3.566517,52.28857,0,na
3.430813,52.28846,0,na
3.299092,52.28938,7.65344,na
3.16346,52.28865,38.04777,na
2.513912,52.33576,113.53611,na
2.389784,52.30321,71.2895,na
2.259845,52.28841,29.77891,na
2.124067,52.28862,0.60762,na
1.988364,52.28845,1894.03953,na
1.808721,52.28831,6682.17413,na
11.74611,56.84284,151.38677,na
11.86835,56.84286,147.74846,na
12.1737,56.84761,89.84339,na
12.02107,56.84458,99.54564,na
1.766533,52.70615,4397.05891,na
1.812438,52.70456,3575.10607,na
1.949214,52.70448,109.39279,na
2.949325,52.70478,194.14052,na
3.079135,52.7043,8.02539,na
3.216106,52.70465,27.42344,na
3.353117,52.70385,14.95217,na
3.615722,52.68295,3.00899,na
3.74622,52.69379,1.93727,na
3.880689,52.70432,22.33218,na
4.017742,52.7041,52.86652,na
4.154798,52.70461,26.53403,na
4.291796,52.70396,3.12864,na
2.538598,52.70454,6.49519,na
2.675489,52.7049,2495.08914,na
2.812467,52.70494,38.85477,na
3.490185,52.70409,42.19739,na
2.0863,52.70401,40969.22569,na
2.162149,52.70506,17369.95227,na
2.244345,52.70462,9985.02101,na
2.301266,52.70392,17339.12372,na
2.401538,52.70475,430.17892,na
4.039643,53.12059,0,na
3.90139,53.12035,0,na
4.298716,53.14994,2.47548,na
4.177868,53.12009,2.68579,na
4.621817,53.11838,3396.91465,na
4.575775,53.12003,7931.94602,na
4.524698,53.10945,2106.07883,na
4.406123,53.15223,3.20885,na
2.673909,53.12013,0,na
2.535777,53.11953,731.06457,na
2.400219,53.10291,0,na
2.265442,53.11342,920.86934,na
3.763141,53.12083,0,na
3.624963,53.12049,0,na
3.487271,53.12407,0,na
3.351471,53.1386,16.75098,na
3.230003,53.12106,0,na
3.091679,53.12376,21.49358,na
2.953843,53.12062,573.65333,na
2.896421,53.1209,211.89776,na
2.812268,53.12088,1761.00918,na
2.185174,53.12019,16.29956,na
4.076465,53.534,826.69043,na
4.355148,53.53649,169.12972,na
2.706179,53.5363,3113.97779,na
2.979621,53.53668,4394.03733,na
4.215861,53.53022,5651.3682,na
3.154166,53.53637,2755.93191,na
3.237985,53.53647,4055.54281,na
3.397934,53.53599,882.40043,na
3.537263,53.53609,120.9814,na
3.673042,53.53602,43.63844,na
3.805557,53.52579,462.9765,na
3.928576,53.53511,308.34792,na
3.964849,53.53633,69.57516,na
2.5633,53.53629,89.34682,na
2.594626,53.53572,789.1168,na
4.922204,53.52118,98.85963,na
2.845923,53.53662,2742.41699,na
3.116247,53.53633,2712.33621,na
4.994667,53.53572,0,na
2.252901,53.53907,0,na
4.789384,53.49577,45.02071,na
4.656048,53.47139,0,na
2.169571,53.53491,0,na
2.39247,53.53675,0,na
2.423651,53.5364,645.56216,na
5.002267,54.10197,26.15909,na
3.97897,53.95249,1513.96731,na
3.83788,53.95301,3231.94221,na
3.696781,53.95374,95.13898,na
3.555891,53.95209,720.06829,na
4.986913,54.10162,1600.97297,na
4.846572,54.0912,4987.95689,na
4.767273,54.08519,0,na
4.746673,54.08403,3359.20351,na
4.606167,54.07435,1267.31768,na
4.465997,54.06327,2592.37544,na
4.348689,54.0206,1717.48559,na
4.238668,53.96841,3880.85435,na
4.120093,53.95216,3386.04568,na
2.624297,53.95224,0,na
2.483302,53.95186,0,na
2.342383,53.95291,38.29267,na
2.201866,53.95955,0,na
2.061576,53.96844,0,na
3.138343,53.95255,117.95219,na
2.990553,53.95274,1034.98085,na
3.414843,53.95111,0.82285,na
3.277187,53.94723,37.04136,na
2.905986,53.95236,31.55379,na
2.765161,53.95044,0.88248,na
2.196661,54.36765,0,na
2.339105,54.36835,0,na
3.734558,54.3686,7999.89021,na
3.877126,54.36843,9985.55212,na
3.953066,54.36745,3839.17341,na
4.038602,54.36787,753.84493,na
2.054261,54.36806,1.30757,na
2.025709,54.36756,0,na
2.909247,54.368,0,na
2.481612,54.36792,0,na
2.624139,54.36823,4.43247,na
2.766676,54.36856,0,na
3.47,54.36817,962.59053,na
3.046639,54.3686,0,na
3.245608,54.36641,1903.07232,na
3.327609,54.36817,1451.9523,na
4.465913,54.3684,1229.91443,na
3.612619,54.36825,2402.99233,na
4.181054,54.36776,2607.40735,na
4.323476,54.36847,3414.49921,na
4.608408,54.36777,761.11314,na
4.750865,54.36825,2446.32505,na
4.893397,54.36829,3465.95422,na
5.337724,54.22554,3676.81081,na
5.319776,54.25632,1615.87168,na
5.33766,54.4696,1031.2464,na
5.33773,54.4119,528.37663,na
5.330393,54.32878,6515.06971,na
5.338024,54.48618,1128.71763,na
5.356664,54.06002,228.68083,na
5.336539,54.44516,644.76001,na
5.331244,53.57424,30572.43719,na
5.342794,53.54173,874.18101,na
5.338308,53.79276,191.72276,na
5.336816,53.96593,0,na
5.336668,53.95909,0,na
5.338053,54.14226,1635.64821,na
5.338346,53.70955,177.0644,na
5.358695,53.62854,3995.90715,na
5.33806,53.87593,104.66318,na
5.978251,53.69724,4.53155,na
6.001566,53.56664,0,na
6.003733,53.61656,0,na
5.935927,53.77649,0.65703,na
6.059954,54.43064,3190.07152,na
6.003978,53.83138,24.14178,na
6.004003,53.91441,79.86223,na
5.998842,53.99758,10.76538,na
5.981462,54.07652,0,na
5.989871,54.14896,251.47173,na
6.003252,54.22441,333.62475,na
6.043393,54.28281,964.02071,na
6.06232,54.30771,826.36297,na
6.061825,54.34743,5712.83439,na
6.668854,54.41892,1461.30253,na
6.673671,54.41604,527.15621,na
6.669014,54.22018,2387.85334,na
6.67085,54.49793,1420.88823,na
6.666306,54.38657,1348.38838,na
6.66816,54.30344,1615.55691,na
6.667572,53.97311,0.76269,na
6.671387,54.13694,375.85833,na
6.668788,54.05386,64.09823,na
6.6684,54.00191,11.85253,na
6.633524,53.90084,2.41865,na
6.655904,53.82021,6.66728,na
7.333832,54.01058,24.31,na
7.335257,53.8442,0,na
7.334373,53.92747,15.42971,na
7.335896,54.17477,0.82071,na
7.339622,53.81105,0,na
7.333553,54.27439,632.37061,na
7.333855,54.09367,711.83939,na
7.33458,54.44083,522.21298,na
7.334767,54.19133,1211.22835,na
7.333429,54.35759,216.82993,na
7.999424,54.32873,273.53936,na
7.999411,54.07346,46608.57485,na
7.997247,54.11436,13473.94791,na
7.999919,53.99028,5506.13196,na
7.999584,54.24553,4.23424,na
7.999474,54.16232,27583.84593,na
7.999922,54.49508,11.518,na
7.999174,54.41188,0,na
11.83969,57.06699,304.68524,na
11.50367,57.07219,13.13746,na
11.53239,57.07007,171.35271,na
11.68616,57.0701,316.07408,na
2.406953,54.86814,0,na
2.548548,54.86785,0,na
2.692897,54.86858,0,na
2.837162,54.86821,0,na
4.588336,54.86816,0,na
1.772573,54.8686,1.78316,na
1.830324,54.86856,2.06127,na
1.974506,54.86739,0,na
2.118667,54.86821,0,na
2.262871,54.86823,0,na
4.155642,54.86804,0,na
4.299816,54.86831,0,na
4.444027,54.86796,0,na
5.944043,54.86818,1.53231,na
2.981336,54.86781,11.7557,na
3.125592,54.86808,3.05388,na
3.263177,54.86741,1.9928,na
3.291908,54.86794,19.15782,na
3.436136,54.86819,0,na
3.580451,54.86829,0.069972,na
3.724591,54.86786,0,na
3.868904,54.86818,0,na
4.011484,54.86968,0,na
5.511352,54.8684,0,na
5.65565,54.86811,1.30384,na
5.799817,54.86872,368.44638,na
4.876863,54.86825,43.99465,na
4.935174,54.86747,15.68814,na
5.021546,54.86845,0,na
4.732584,54.86817,0,na
5.309544,54.86766,5.01868,na
5.367124,54.86768,706.75539,na
5.165926,54.86818,52.4206,na
5.565616,55.3674,0.67398,na
3.850882,55.3679,6.91524,na
5.711481,55.36731,0,na
4.283272,55.36714,13.81955,na
4.137153,55.36695,30.52781,na
3.99608,55.37096,8.44721,na
5.857573,55.36739,4.34113,na
2.187513,55.36693,78.13444,na
2.098437,55.36734,0,na
5.419673,55.3674,0,na
5.273557,55.36734,0,na
5.127621,55.3675,0,na
4.988202,55.36775,0,na
4.842206,55.36721,0,na
4.696331,55.36751,0,na
4.550308,55.36742,0,na
4.40433,55.36726,0,na
4.3417,55.36752,9.30473,na
2.394727,55.36726,73.7904,na
2.333745,55.36602,166.64912,na
5.974492,55.36726,0,na
3.212071,55.37065,0.42642,na
3.704632,55.36702,0,na
3.558666,55.36716,1.64843,na
3.41245,55.36702,3.60849,na
2.686565,55.3673,0,na
3.124537,55.3682,0,na
2.978765,55.36636,0,na
2.832616,55.36735,0,na
1.875921,55.36743,1962.80552,na
2.540613,55.36573,3.35715,na
1.711044,55.36798,527.17811,na
2.021986,55.36739,1.89794,na
1.769482,55.3674,212.07207,na
1.565001,55.36736,0,na
2.933865,55.86621,0,na
3.370614,55.86673,1.337,na
3.07474,55.8665,2.251405,na
4.988639,55.86595,0,na
4.840823,55.86652,0,na
3.222629,55.86625,5.04897,na
3.962062,55.86569,2.595996,na
3.814183,55.86681,4.58472,na
3.666342,55.86585,1.95574,na
3.518555,55.86594,1.65054,na
1.466736,55.867,0.55583,na
1.318853,55.86708,0,na
1.171051,55.86713,0,na
4.249271,55.86559,3.2647,na
4.692991,55.86646,0,na
4.545052,55.86613,0,na
4.397173,55.86641,0,na
1.76248,55.86671,0,na
4.101379,55.86657,16.23166,na
2.047088,55.86674,0,na
1.910336,55.86647,0,na
5.135091,55.86642,0,na
1.614633,55.86689,0.51426,na
5.430752,55.86649,0,na
5.282856,55.86598,0,na
2.49053,55.86626,0,na
2.342613,55.86629,0,na
2.786139,55.86625,0.33492,na
2.638415,55.86643,0.85142,na
5.874468,55.86657,0,na
5.726513,55.86655,0,na
2.194783,55.86655,0.87606,na
5.99283,55.86592,0,na
5.578621,55.86634,0,na
5.712419,56.36575,3.04098,na
1.7401,56.36533,0,na
5.26279,56.3656,0,na
5.412755,56.36598,0,na
5.562608,56.36561,0,na
3.61702,56.36527,0.37119,na
3.766737,56.36525,0,na
3.916522,56.36588,0,na
4.065599,56.36903,0,na
4.2147,56.36627,0.88206,na
4.364457,56.36536,0.86381,na
4.51435,56.36582,0,na
4.664291,56.36515,0.42635,na
4.813997,56.36554,0,na
4.963852,56.36495,0,na
5.112857,56.36602,0,na
3.168188,56.36517,0,na
3.317558,56.36315,2.08203,na
3.467255,56.36525,0,na
2.270556,56.36627,2.35085,na
5.862164,56.36544,10.19379,na
1.970938,56.36596,0.70206,na
2.120686,56.36592,0,na
2.869629,56.36584,0.86227,na
2.419964,56.36448,3.36939,na
2.569927,56.36549,0.52673,na
2.71974,56.36546,0,na
3.018416,56.36603,0,na
1.821035,56.36515,0.51193,na
-1.95,59.45,0,na
-1.61,59.45,0,na
-1.78,59.45,0,na
0.03,59.45,0,na
-1.45,59.45,0,na
-0.13,59.45,0,na
-0.29,59.45,0,na
-0.46,59.45,0,na
-0.61,59.45,0,na
-0.78,59.45,0,na
-0.94,59.45,0,na
-1.1,59.45,0,na
-1.26,59.45,0,na
0.98,59.45,0,na
0.82,59.45,0,na
0.66,59.45,0,na
0.52,59.45,0,na
0.19,59.45,0,na
1.66,59.45,0,na
-2.11,59.45,0,na
1.98,59.45,0,na
1.82,59.45,0,na
0.36,59.45,0,na
1.5,59.45,0,na
1.34,59.45,0,na
1.18,59.45,0,na
-2.37,59.2,0,na
-0.55,59.2,0,na
-0.4,59.2,0,na
-0.24,59.2,0,na
-0.72,59.2,0,na
1.86,59.2,0,na
-2.21,59.2,0,na
-2.05,59.2,0,na
-1.89,59.2,0,na
-1.7,59.2,0,na
-1.54,59.2,0,na
-1.36,59.2,0,na
-1.2,59.2,0,na
-1.04,59.2,0,na
-0.88,59.2,0,na
1.38,59.2,0,na
1.54,59.2,0,na
1.7,59.2,0,na
-2.43,59.2,0,na
-0.08,59.2,0,na
0.08,59.2,0,na
0.24,59.2,0,na
0.41,59.2,0,na
0.57,59.2,0,na
0.73,59.2,0,na
0.89,59.2,0,na
1.05,59.2,0,na
1.21,59.2,0,na
-1.75,58.95,0,na
-1.91,58.95,0,na
-2.07,58.95,0,na
-2.24,58.95,0,na
-0.14,58.95,0,na
-0.3,58.95,0,na
-0.45,58.95,0,na
-0.61,58.95,0,na
-0.77,58.95,0,na
-0.93,58.95,0,na
-1.09,58.95,0,na
-1.27,58.95,0,na
-1.43,58.95,0,na
-1.59,58.95,0,na
0.5,58.95,0,na
0.34,58.95,0,na
0.18,58.95,0,na
0.02,58.95,0,na
-2.4,58.95,0,na
-2.56,58.95,0,na
1.65,58.95,0,na
1.49,58.95,0,na
1.33,58.95,0,na
1.15,58.95,0,na
0.99,58.95,0,na
0.83,58.95,0,na
0.67,58.95,0,na
1.97,58.95,0,na
1.81,58.95,0,na
-0.2,58.7,0,na
-0.04,58.7,0,na
-0.52,58.7,0,na
-0.36,58.7,0,na
-2.89,58.7,0,na
-2.73,58.7,0,na
-1.31,58.7,0,na
-1.15,58.7,0,na
-1,58.7,0,na
-0.84,58.7,0,na
-0.68,58.7,0,na
1.23,58.7,0,na
1.39,58.7,0,na
1.55,58.7,0,na
1.71,58.7,0,na
1.87,58.7,0,na
-2.25,58.7,0,na
-2.09,58.7,0,na
-1.93,58.7,0,na
-1.79,58.7,0,na
-1.63,58.7,0,na
-1.47,58.7,0,na
0.92,58.7,0,na
1.08,58.7,0,na
-2.41,58.7,0,na
0.12,58.7,0,na
-2.57,58.7,0,na
0.28,58.7,0,na
0.44,58.7,0,na
0.6,58.7,0,na
0.76,58.7,0,na
1.03,58.212,0,na
1.629,58.214,0,na
1.471,58.215,0,na
1.313,58.216,0,na
1.993,58.211,0,na
1.945,58.211,0,na
1.787,58.212,0,na
-0.524,58.216,0,na
-0.682,58.216,0,na
-0.84,58.215,0,na
-0.999,58.214,0,na
0.895,58.212,0,na
0.736,58.214,0,na
0.578,58.214,0,na
0.423,58.213,0,na
0.266,58.218,0,na
0.108,58.215,0,na
-0.05,58.214,0,na
-0.208,58.213,0,na
-0.366,58.213,0,na
-2.103,58.213,0,na
-2.261,58.215,0,na
-2.419,58.214,0,na
-1.159,58.214,0,na
-1.317,58.215,0,na
-1.475,58.215,0,na
-1.629,58.214,0,na
-1.787,58.215,0,na
-1.945,58.214,0,na
11.49915,57.28285,95.67348,na
11.7156,57.28244,54.78965,na
11.34464,57.28463,26.75628,na
11.65366,57.28192,7299.39007,na
1.484,57.951,0,na
-1.281,57.952,0,na
-1.124,57.952,0,na
-0.969,57.944,0,na
-1.438,57.952,0,na
1.337,57.947,0,na
0.93,57.953,0,na
1.641,57.95,0,na
1.797,57.944,0,na
1.953,57.951,0,na
-2.113,57.952,0,na
-2.004,57.954,0,na
-1.847,57.953,0,na
-1.69,57.952,0,na
-1.533,57.954,0,na
-1.513,57.952,0,na
0.55,57.952,0,na
0.707,57.95,0,na
0.864,57.95,0,na
-0.349,57.952,0,na
-0.813,57.952,0,na
-0.656,57.951,0,na
-0.496,57.956,0,na
0.237,57.952,0,na
-0.192,57.952,0,na
-0.046,57.954,0,na
0.08,57.953,0,na
1.18,57.949,0,na
0.393,57.953,0,na
1.024,57.952,0,na
-0.806,57.705,0,na
-1.273,57.7,0,na
0.624,57.702,0,na
0.486,57.699,0,na
-0.962,57.703,0,na
-1.118,57.701,0,na
0.019,57.701,0,na
-0.136,57.7,0,na
-0.292,57.702,0,na
-0.416,57.701,0,na
-0.475,57.701,0,na
-0.631,57.701,0,na
-0.776,57.707,0,na
0.951,57.702,0,na
0.796,57.702,0,na
0.711,57.702,0,na
-1.807,57.701,0,na
0.331,57.701,0,na
0.175,57.703,0,na
-1.651,57.702,0,na
1.263,57.704,0,na
1.73,57.701,0,na
1.574,57.702,0,na
1.419,57.704,0,na
1.992,57.701,0,na
1.107,57.701,0,na
-1.466,57.699,0,na
-1.496,57.7,0,na
1.886,57.702,0,na
-0.73,57.453,111.59,na
-1.194,57.45,111.57,na
-1.039,57.45,139.52,na
-0.884,57.451,55.1,na
1.055,57.45,0,na
-1.647,57.45,57.89,na
-1.623,57.449,206.21,na
-1.468,57.45,49.64,na
-1.313,57.45,0.596,na
-1.268,57.45,153.8,na
0.65,57.451,0,na
0.805,57.451,0,na
0.959,57.45,0,na
1.03,57.45,0,na
1.208,57.448,0,na
1.363,57.441,0,na
1.489,57.455,0,na
1.547,57.455,0,na
1.702,57.452,0,na
1.857,57.452,0,na
2.012,57.454,0,na
0.341,57.451,0,na
0.495,57.45,0,na
-0.123,57.45,0,na
-0.575,57.451,56.622,na
-0.433,57.451,0,na
-0.278,57.451,30.36,na
0.031,57.452,0,na
0.186,57.454,0,na
1.671,57.204,0,na
1.329,57.202,0,na
-0.663,57.211,403.46,na
1.517,57.203,0,na
1.48,57.203,0,na
2.003,57.225,0,na
1.972,57.224,0,na
1.824,57.206,0,na
-0.203,57.205,0,na
-0.356,57.207,86.26,na
-0.51,57.205,335.31,na
0.715,57.204,0,na
1.176,57.203,0,na
1.022,57.205,0,na
0.869,57.204,0,na
0.104,57.204,0,na
0.561,57.204,0,na
0.412,57.205,0,na
0.258,57.205,0,na
-0.815,57.222,81.66,na
-0.049,57.205,0,na
-1.053,57.245,289.32,na
-1.205,57.232,0,na
-1.353,57.212,0,na
-0.918,57.254,2754.472,na
1.682,56.947,0,na
1.835,56.945,0,na
-0.135,56.952,0,na
-0.44,56.957,0,na
0.018,56.954,0,na
0.208,56.956,0,na
-0.581,56.953,0,na
1.087,56.951,0,na
1.24,56.952,0,na
1.393,56.951,0,na
1.529,56.951,0,na
0.323,56.954,0,na
0.476,56.951,0,na
-0.287,56.954,1173.72,na
0.782,56.95,0,na
0.935,56.95,0,na
-1.062,56.961,0,na
0.629,56.95,0,na
-0.886,56.957,0,na
-0.734,56.956,0,na
-1.039,56.957,0,na
1.987,56.709,4.52,na
0.025,56.698,0,na
1.995,56.711,0,na
0.478,56.723,0,na
0.327,56.712,0,na
0.176,56.703,0,na
1.38,56.705,0,na
1.836,56.704,0,na
1.684,56.704,0,na
1.532,56.705,0,na
0.776,56.715,0,na
1.229,56.699,0,na
1.078,56.697,0,na
0.927,56.706,0,na
-0.278,56.687,0,na
0.626,56.724,0,na
-0.577,56.68,0,na
-0.127,56.694,0,na
-0.428,56.674,0,na
-0.727,56.693,53.41,na
0.492,56.456,0,na
1.903,56.458,0,na
0.191,56.455,0,na
0.341,56.455,0,na
0.643,56.458,0,na
0.04,56.457,0,na
1.539,56.461,0,na
1.605,56.451,0,na
1.752,56.456,0,na
-0.111,56.456,0,na
0.794,56.46,0,na
0.945,56.461,0,na
1.096,56.463,0,na
1.247,56.463,0,na
1.398,56.462,0,na
-0.473,56.455,0,na
-0.413,56.456,0,na
-0.262,56.456,0,na
1.102,56.209,0,na
0.953,56.205,0,na
0.803,56.204,0,na
0.337,56.206,0,na
1.24,56.209,0,na
0.653,56.204,0,na
0.504,56.203,0,na
-0.124,56.208,0,na
0.325,56.206,0,na
0.176,56.208,0,na
0.026,56.208,0,na
-0.597,58.462,0,na
1.455,58.457,0,na
-0.807,58.462,0,na
-0.786,58.461,0,na
-0.756,58.46,0,na
-1.125,58.463,0,na
-0.966,58.463,0,na
0.829,58.461,0,na
0.989,58.461,0,na
1.148,58.46,0,na
1.307,58.459,0,na
1.614,58.459,0,na
1.773,58.458,0,na
1.932,58.46,0,na
-1.853,58.463,0,na
-1.76,58.462,0,na
-1.601,58.461,0,na
-1.443,58.461,0,na
-1.284,58.462,0,na
0.67,58.46,0,na
0.037,58.459,0,na
-0.45,58.471,0,na
-0.291,58.468,0,na
-0.112,58.461,0,na
0.196,58.457,0,na
0.352,58.459,0,na
0.511,58.46,0,na
-2.687,58.3,0.06,na
-2.833,58.429,434.3,na
-2.609,58.227,32.76,na
-2.531,58.155,108.64,na
-2.475,58.084,275.75,na
-2.211,57.877,795.88,na
-2.768,58.372,142.82,na
-2.384,58.016,108.85,na
-2.301,57.946,217.08,na
-2.122,57.808,23286.92,na
-2.04,57.737,0,na
11.37876,57.51399,13.01784,na
11.06961,57.51749,205.45445,na
11.22512,57.51809,403.1484,na
10.89331,57.51382,67.78329,na
11.0424,57.51801,26.8128,na
10.73343,57.51971,68.2572,na
10.8234,57.51947,78.50804,na
10.98663,57.5145,111.87098,na
-2.641,57.758,4648.9,na
-2.773,57.874,2258.355,na
-2.831,57.927,4131.82,na
-2.912,57.998,1013.17,na
-2.687,57.801,5144.629,na
-3.074,58.142,1380.97,na
-2.989,58.071,1669.3,na
-3.461,57.969,129.16,na
-3.301,57.832,632.7,na
-3.499,58.004,0,na
-3.381,57.898,462.89,na
0.997,53.775,0,na
0.719,53.773,0,na
0.856,53.767,0,na
0.5,53.775,0,na
0.578,53.773,0,na
1.137,53.777,0,na
1.278,53.777,0,na
1.419,53.779,0,na
1.556,53.783,0,na
1.697,53.783,0,na
1.838,53.78,0,na
1.979,53.781,0,na
1.693,54.291,0,na
1.551,54.281,0,na
1.414,54.278,0,na
1.835,54.286,0,na
1.983,54.28,0,na
1.978,54.28,0,na
0.12,54.282,0,na
-0.023,54.28,0,na
0.989,54.285,0,na
0.846,54.283,0,na
1.273,54.279,0,na
1.132,54.286,0,na
0.536,54.279,0,na
0.405,54.282,0,na
0.764,54.283,0,na
0.679,54.281,0,na
0.263,54.282,0,na
-0.855,54.782,0,na
-0.786,54.781,0,na
0.501,54.774,0,na
0.637,54.769,0,na
0.781,54.764,0,na
0.816,54.76,0,na
0.986,54.765,0,na
1.13,54.771,0,na
1.274,54.776,0,na
1.418,54.779,0,na
1.556,54.781,0,na
1.7,54.778,0,na
0.071,54.777,0,na
0.217,54.781,0,na
0.357,54.78,0,na
0.842,54.761,0,na
-0.642,54.777,0,na
-0.506,54.769,0,na
-0.362,54.774,0,na
-0.218,54.774,0,na
-0.073,54.774,0,na
0.662,55.274,0,na
0.537,55.279,0,na
0.91,55.273,0,na
0.764,55.272,0,na
1.466,55.273,0,na
1.349,55.273,0,na
1.203,55.271,0,na
1.057,55.273,0,na
-0.783,55.269,57.41,na
-0.927,55.254,34.68,na
-1.068,55.24,215.15,na
-1.208,55.263,34.72,na
0.398,55.28,0,na
0.252,55.28,0,na
0.105,55.278,0,na
-0.041,55.277,0,na
-0.187,55.279,0,na
-0.208,55.28,40.83,na
-0.354,55.287,0,na
-0.494,55.293,21.31,na
-0.638,55.279,4615.09,na
-0.576,55.778,0,na
-0.432,55.777,0,na
-0.284,55.776,0,na
-0.136,55.776,0,na
0.161,55.773,0,na
0.308,55.774,0,na
0.456,55.775,0,na
0.603,55.774,0,na
0.779,55.775,0,na
0.796,55.774,0,na
0.944,55.775,0,na
1.092,55.775,0,na
-0.724,55.774,0,na
0.013,55.775,0,na
-1.631,55.782,0,na
-1.602,55.78,0,na
-1.464,55.775,0,na
-1.316,55.779,0,na
