Cruise,LOG,ACLON,ACLAT,SA,Transect
NOR,275,3.6152616,59.11454,28.968184,T11
NOR,276,3.6474817,59.11488,16.071439,T11
NOR,277,3.679877,59.11565,15.001502,T11
NOR,278,3.7117767,59.115715,6.468859,T11
NOR,279,3.7438776,59.114155,93.786921,T11
NOR,280,3.7729383,59.10904,11.240613,T11
NOR,281,3.8041782,59.112755,18.515021,T11
NOR,282,3.8361316,59.112545,0,T11
NOR,283,3.86159,59.105076,0,T11
NOR,284,3.873505,59.1077,0,T11
NOR,285,3.9045594,59.112396,0,T11
NOR,286,3.9368875,59.112892,0,T11
NOR,287,3.969258,59.11351,2.49934,T11
NOR,288,4.00149,59.11415,1.729461,T11
NOR,289,4.033788,59.11482,2.5116,T11
NOR,290,4.066223,59.1152,2.454796,T11
NOR,291,4.0985146,59.11542,2.546371,T11
NOR,292,4.130882,59.11509,0,T11
NOR,293,4.163192,59.114777,0,T11
NOR,294,4.195572,59.11471,0,T11
NOR,295,4.227822,59.113945,0,T11
NOR,296,4.260175,59.113182,0,T11
NOR,297,4.292538,59.112587,1.958783,T11
NOR,298,4.324915,59.112114,1.423856,T11
NOR,299,4.3572984,59.11153,0.974111,T11
NOR,300,4.3895864,59.110775,0.772639,T11
NOR,301,4.4218917,59.10997,0.968626,T11
NOR,302,4.45423,59.10925,0.48059,T11
NOR,303,4.4865985,59.10853,0.57975,T11
NOR,304,4.51887,59.107723,0.739187,T11
NOR,305,4.55126,59.107117,0.565397,T11
NOR,306,4.583535,59.10655,0.5848,T11
NOR,307,4.6151,59.106747,14.772874,T11
NOR,308,4.64452,59.10312,5.946513,T11
NOR,309,4.650675,59.10991,15.652347,T11
NOR,310,4.6829615,59.108643,14.920291,T11
NOR,311,4.7153616,59.108032,50.325544,T11
NOR,312,4.747638,59.107708,0,T11
NOR,313,4.7800283,59.107456,0,T11
NOR,314,4.812513,59.10738,0,T11
NOR,315,4.8447466,59.10729,0,T11
NOR,316,4.8771024,59.107212,0,T11
NOR,317,4.909446,59.10673,5.115779,T11
NOR,318,4.930578,59.681507,0,T12
NOR,319,4.924865,59.678036,0,T12
NOR,320,4.892023,59.677395,0,T12
NOR,321,4.859179,59.676743,0,T12
NOR,322,4.826327,59.676567,0,T12
NOR,323,4.793495,59.676483,0.910638,T12
NOR,324,4.7606316,59.67645,0.949436,T12
NOR,325,4.7278295,59.676186,2.391199,T12
NOR,326,4.6950016,59.67603,2.855697,T12
NOR,327,4.66227,59.67531,3.900015,T12
NOR,328,4.6293836,59.675255,0.969027,T12
NOR,329,4.596534,59.675514,0.795516,T12
NOR,330,4.563706,59.67651,1.397434,T12
NOR,331,4.5310054,59.677948,1.831697,T12
NOR,332,4.4982615,59.679462,2.010393,T12
NOR,333,4.4655685,59.68093,0,T12
NOR,334,4.432859,59.682438,0,T12
NOR,335,4.4001555,59.684063,0,T12
NOR,336,4.36735,59.68433,0,T12
NOR,337,4.334543,59.683983,0,T12
NOR,338,4.3016334,59.683685,2.227034,T12
NOR,339,4.268745,59.68339,2.203198,T12
NOR,340,4.235938,59.68301,1.968681,T12
NOR,341,4.2031035,59.682728,3.463059,T12
NOR,342,4.1702094,59.682514,3.13833,T12
NOR,343,4.137328,59.68225,1.473137,T12
NOR,344,4.1044517,59.682148,2.153702,T12
NOR,345,4.071595,59.682117,1.119569,T12
NOR,346,4.038745,59.682022,0.777957,T12
NOR,347,4.005882,59.68195,0.973924,T12
NOR,348,3.9729383,59.681927,0,T12
NOR,349,3.9400823,59.68248,0,T12
NOR,350,3.9072835,59.683735,0,T12
NOR,351,3.8745184,59.68476,0,T12
NOR,352,3.8421783,59.685932,0,T12
NOR,353,3.809341,59.685467,28.052295,T12
NOR,354,3.7774782,59.688232,94.374794,T12
NOR,355,3.744755,59.67897,54.635167,T12
NOR,356,3.711965,59.68056,34.515925,T12
NOR,357,3.6790915,59.68133,26.381753,T12
NOR,358,3.6462834,59.682198,131.898897,T12
NOR,359,3.6135166,59.683205,134.971464,T12
NOR,360,3.580655,59.68414,88.395963,T12
NOR,361,3.5478082,59.68507,81.488303,T12
NOR,362,3.515005,59.686016,143.18396,T12
NOR,363,3.4821358,59.686844,28.750141,T12
NOR,364,3.4492683,59.687733,33.934041,T12
NOR,365,3.4165118,59.688293,37.587998,T12
NOR,366,3.3835933,59.688843,40.979824,T12
NOR,367,3.3507166,59.689354,36.588566,T12
NOR,368,3.3178518,59.68989,42.409006,T12
NOR,369,3.2850235,59.690384,27.447845,T12
NOR,370,3.2551386,59.682217,1.985231,T12
NOR,371,3.2473297,59.684193,47.425705,T12
NOR,372,3.2144632,59.68391,84.954053,T12
NOR,373,3.1815505,59.683678,0,T12
NOR,374,3.1657283,59.68534,0,T12
NOR,375,3.1591516,59.685665,0,T12
NOR,376,3.12633,59.685764,0,T12
NOR,377,3.093366,59.68538,0,T12
NOR,378,3.0605288,59.68446,0,T12
NOR,379,3.02774,59.68345,0,T12
NOR,380,2.9948995,59.683258,0,T12
NOR,381,2.9620032,59.683018,0,T12
NOR,382,2.92914,59.682827,0,T12
NOR,383,2.8962433,59.682884,0,T12
NOR,384,2.8633432,59.683098,0,T12
NOR,385,2.8304932,59.683483,0,T12
NOR,386,2.7976117,59.683994,0,T12
NOR,387,2.7647634,59.684277,0,T12
NOR,388,2.7318833,59.684746,31.943939,T12
NOR,389,2.6989625,59.685375,23.457678,T12
NOR,390,2.6661534,59.686028,17.758256,T12
NOR,391,2.6332934,59.68648,19.01494,T12
NOR,392,2.600325,59.685974,59.744611,T12
NOR,393,2.5674782,59.685345,0.550241,T12
NOR,394,2.5346239,59.68429,0.431675,T12
NOR,395,2.5019414,59.683228,0.386998,T12
NOR,396,2.46932,59.68271,0.530592,T12
NOR,397,2.4368517,59.680447,0.600483,T12
NOR,398,2.404853,59.682484,6.228432,T12
NOR,399,2.3716633,59.682346,3.696833,T12
NOR,400,2.3527465,59.681618,5.817294,T12
NOR,401,2.3199844,59.682903,7.800961,T12
NOR,402,2.28722,59.682163,5.977502,T12
NOR,403,2.25436,59.681004,5.998486,T12
NOR,404,2.2216334,59.6798,2.913256,T12
NOR,405,2.1888,59.67876,6.840298,T12
NOR,406,2.1559937,59.677933,9.595394,T12
NOR,407,2.1231732,59.677223,7.621617,T12
NOR,408,2.090284,59.676502,0,T12
NOR,409,2.0574434,59.67586,0,T12
NOR,410,2.04342,59.676945,0.427637,T12
NOR,411,2.0368383,59.676876,1.169801,T12
NOR,412,2.0043163,59.677155,0.235695,T12
NOR,413,2.0010867,59.986153,6.180135,T13
NOR,414,2.03044,59.98749,7.17962,T13
NOR,415,2.0635767,59.988285,7.244895,T13
NOR,416,2.096745,59.989143,6.347171,T13
NOR,417,2.1298826,59.989807,5.154444,T13
NOR,418,2.1630645,59.9902,6.587049,T13
NOR,419,2.1961868,59.99027,11.474026,T13
NOR,420,2.2294357,59.990055,11.957717,T13
NOR,421,2.262601,59.98986,10.134947,T13
NOR,422,2.295771,59.98966,14.259693,T13
NOR,423,2.3289444,59.989758,11.709006,T13
NOR,424,2.3621366,59.98979,0.462473,T13
NOR,425,2.3953133,59.989937,0.50416,T13
NOR,426,2.4284923,59.990147,0.547392,T13
NOR,427,2.4613616,59.989872,0.448395,T13
NOR,428,2.4940667,59.98808,0.537342,T13
NOR,429,2.5272543,59.988617,0,T13
NOR,430,2.5589547,59.998333,0.532515,T13
NOR,431,2.5854616,59.998264,0.632612,T13
NOR,432,2.6187632,59.998222,0.559801,T13
NOR,433,2.65191,59.99832,0.478424,T13
NOR,434,2.6850533,59.998554,15.781692,T13
NOR,435,2.7182417,59.997993,13.228072,T13
NOR,436,2.7514708,59.997437,21.051764,T13
NOR,437,2.784647,59.996914,17.418591,T13
NOR,438,2.8177683,59.9966,28.459939,T13
NOR,439,2.8509548,59.996056,0,T13
NOR,440,2.8839934,59.995113,0,T13
NOR,441,2.9172385,59.995003,0,T13
NOR,442,2.9503868,59.995106,0,T13
NOR,443,2.9835334,59.995304,0,T13
NOR,444,3.016669,59.995453,2.933933,T13
NOR,445,3.0498116,59.995632,3.197101,T13
NOR,446,3.0829775,59.995922,0.815519,T13
NOR,447,3.116185,59.996277,1.039318,T13
NOR,448,3.1493604,59.996452,1.01349,T13
NOR,449,3.1824768,59.99624,0,T13
NOR,450,3.1899483,59.997116,2.168833,T13
NOR,451,3.2097857,59.996185,2.084725,T13
NOR,452,3.241959,59.997032,2.724034,T13
NOR,453,3.275146,59.99626,2.964923,T13
NOR,454,3.3083384,59.99537,3.724029,T13
NOR,455,3.341495,59.993843,0,T13
NOR,456,3.3737223,59.997425,0,T13
NOR,457,3.4064267,59.995483,0,T13
NOR,458,3.439704,59.995186,0,T13
NOR,459,3.4729023,59.995052,0,T13
NOR,460,3.506123,59.99502,2.03179,T13
NOR,461,3.539381,59.994907,1.026593,T13
NOR,462,3.5726242,59.99474,1.24013,T13
NOR,463,3.6057575,59.994854,1.651514,T13
NOR,464,3.6389766,59.99513,2.556171,T13
NOR,465,3.6721938,59.995453,8.124766,T13
NOR,466,3.7054505,59.996017,3.457117,T13
NOR,467,3.7385952,59.996376,2.746639,T13
NOR,468,3.7718,59.996117,4.309708,T13
NOR,469,3.8050067,59.995754,3.409348,T13
NOR,470,3.8381717,59.9956,33.3535,T13
NOR,471,3.8709967,59.99608,6.688657,T13
NOR,472,3.903525,59.993595,7.11056,T13
NOR,473,3.93527,59.995537,9.734085,T13
NOR,474,3.9661152,60.00145,11.712536,T13
NOR,475,3.9997034,60.00026,12.201124,T13
NOR,476,4.032515,59.997417,8.224809,T13
NOR,477,4.06531,59.994915,13.03851,T13
NOR,478,4.0985365,59.99448,9.440916,T13
NOR,479,4.131687,59.993954,9.558423,T13
NOR,480,4.1649466,59.99334,8.509088,T13
NOR,481,4.198167,59.99296,9.709112,T13
NOR,482,4.2313595,59.992474,12.018368,T13
NOR,483,4.2645483,59.991756,19.664957,T13
NOR,484,4.297725,59.991074,12.127331,T13
NOR,485,4.3308783,59.990284,4.410868,T13
NOR,486,4.364032,59.98974,3.514068,T13
NOR,487,4.397273,59.989796,4.715684,T13
NOR,488,4.430538,59.98954,7.289015,T13
NOR,489,4.463713,59.98874,5.542089,T13
NOR,490,4.4968567,59.98754,35.933079,T13
NOR,491,4.5299625,59.987286,26.274242,T13
NOR,492,4.563238,59.987488,125.864289,T13
NOR,493,4.596416,59.98802,10.971128,T13
NOR,494,4.62955,59.98873,41.980798,T13
NOR,495,4.66251,59.98938,20.783818,T13
NOR,496,4.69548,59.98982,7.824878,T13
NOR,497,4.7286963,59.989307,5.225234,T13
NOR,498,4.7616944,59.98802,4.715426,T13
NOR,499,4.7914505,59.988796,0.657994,T13
NOR,500,4.704225,60.298515,0,T14
NOR,501,4.671975,60.30094,0,T14
NOR,502,4.6384716,60.30161,0.385074,T14
NOR,503,4.6049643,60.30198,0.395337,T14
NOR,504,4.5715165,60.302273,0.40208,T14
NOR,505,4.538007,60.302593,0.720842,T14
NOR,506,4.504473,60.30313,1.443625,T14
NOR,507,4.4710045,60.303802,2.554665,T14
NOR,508,4.4374466,60.303955,3.839928,T14
NOR,509,4.4039764,60.30358,2.768088,T14
NOR,510,4.3704615,60.30316,1.322684,T14
NOR,511,4.336934,60.30298,1.025081,T14
NOR,512,4.303376,60.303383,1.054367,T14
NOR,513,4.2699256,60.30387,1.167971,T14
NOR,514,4.2364655,60.304447,1.384163,T14
NOR,515,4.202915,60.305065,1.530817,T14
NOR,516,4.169473,60.30558,1.865872,T14
NOR,517,4.136037,60.306374,3.785922,T14
NOR,518,4.1025767,60.307472,3.764004,T14
NOR,519,4.0691586,60.30874,3.694119,T14
NOR,520,4.0358315,60.310135,2.509687,T14
NOR,521,4.002436,60.311718,1.770746,T14
NOR,522,3.9691389,60.313187,3.27142,T14
NOR,523,3.9356942,60.314655,2.950135,T14
NOR,524,3.9023266,60.315838,3.776608,T14
NOR,525,3.868795,60.316566,3.245725,T14
NOR,526,3.8353417,60.316494,2.737108,T14
NOR,527,3.80181,60.316013,1.965856,T14
NOR,528,3.7683268,60.315567,2.455668,T14
NOR,529,3.7348833,60.315155,3.125862,T14
NOR,530,3.7013562,60.314777,2.28007,T14
NOR,531,3.6679995,60.31331,2.699829,T14
NOR,532,3.6347516,60.311394,1.648927,T14
NOR,533,3.6013346,60.30976,1.993875,T14
NOR,534,3.5682316,60.308853,2.273868,T14
NOR,535,3.5348692,60.308704,2.431195,T14
NOR,536,3.5017633,60.308826,3.151426,T14
NOR,537,3.4703233,60.31199,1.216096,T14
NOR,538,3.4528444,60.30773,0.341425,T14
NOR,539,3.4461396,60.307735,3.58467,T14
NOR,540,3.4127517,60.307785,1.541445,T14
NOR,541,3.3792684,60.307835,1.50809,T14
NOR,542,3.3457983,60.308056,13.56024,T14
NOR,543,3.31233,60.30848,3.803816,T14
NOR,544,3.2788267,60.308727,3.353775,T14
NOR,545,3.2453866,60.308174,1.523373,T14
NOR,546,3.2333298,60.30804,4.983511,T14
NOR,547,3.21331,60.30825,7.344017,T14
NOR,548,3.1797314,60.30832,5.707008,T14
NOR,549,3.146234,60.30808,0.572154,T14
NOR,550,3.14263,60.308228,35.188301,T14
NOR,551,3.1291866,60.308167,1.151899,T14
NOR,552,3.0956366,60.30772,1.28797,T14
NOR,553,3.0620677,60.30756,2.190031,T14
NOR,554,3.028491,60.307495,1.406275,T14
NOR,555,2.9950366,60.30744,1.451309,T14
NOR,556,2.9615,60.30752,1.433676,T14
NOR,557,2.9279683,60.307537,3.860742,T14
NOR,558,2.894415,60.30743,2.578069,T14
NOR,559,2.8609166,60.30702,2.105126,T14
NOR,560,2.8274336,60.306507,2.501812,T14
NOR,561,2.7939503,60.305832,4.137191,T14
NOR,562,2.7604384,60.30526,4.027825,T14
NOR,563,2.7268968,60.304825,5.041291,T14
NOR,564,2.6934705,60.305027,9.167851,T14
NOR,565,2.6599116,60.30515,8.10394,T14
NOR,566,2.6263669,60.305294,8.256786,T14
NOR,567,2.5928967,60.305466,6.996833,T14
NOR,568,2.55941,60.305805,8.134408,T14
NOR,569,2.525756,60.306225,7.945656,T14
NOR,570,2.4922848,60.30671,8.204033,T14
NOR,571,2.4590783,60.30736,7.987873,T14
NOR,572,2.4252186,60.30885,8.81943,T14
NOR,573,2.3920884,60.310715,5.611717,T14
NOR,574,2.358655,60.311768,5.644672,T14
NOR,575,2.325472,60.313995,0.983554,T14
NOR,576,2.319025,60.304806,3.6806,T14
NOR,577,2.2855384,60.303905,3.76397,T14
NOR,578,2.2520337,60.30273,4.783925,T14
NOR,579,2.218695,60.30176,3.194581,T14
NOR,580,2.1852183,60.301697,3.089586,T14
NOR,581,2.1516778,60.30183,6.404178,T14
NOR,582,2.118117,60.30216,10.281801,T14
NOR,583,2.0846033,60.30244,5.026252,T14
NOR,584,2.051112,60.30242,2102.975444,T14
NOR,585,2.01763,60.30237,4.080127,T14
NOR,586,2.0011017,60.611553,0,T15
NOR,587,2.0234783,60.61314,0,T15
NOR,588,2.0573802,60.613308,0,T15
NOR,589,2.091045,60.613914,1.920132,T15
NOR,590,2.1248367,60.61475,4.298649,T15
NOR,591,2.1586742,60.615677,4.077235,T15
NOR,592,2.1924067,60.616047,9.535097,T15
NOR,593,2.2262616,60.61624,10.143284,T15
NOR,594,2.25962,60.616577,9.277601,T15
NOR,595,2.292682,60.615593,8.456359,T15
NOR,596,2.3251767,60.61841,11.084104,T15
NOR,597,2.3547697,60.62566,2.849614,T15
NOR,598,2.371245,60.619545,7.086191,T15
NOR,599,2.402882,60.617443,9.074506,T15
NOR,600,2.4366517,60.61769,8.928878,T15
NOR,601,2.4705167,60.618027,9.896313,T15
NOR,602,2.504361,60.61824,9.311656,T15
NOR,603,2.5381799,60.618244,6.23116,T15
NOR,604,2.57194,60.617794,1.47027,T15
NOR,605,2.5911982,60.620483,3.726589,T15
NOR,606,2.6068733,60.617275,4.24719,T15
NOR,607,2.6406834,60.617558,5.499457,T15
NOR,608,2.6744883,60.617565,7.196852,T15
NOR,609,2.708385,60.617645,10.407109,T15
NOR,610,2.74223,60.617645,32.588306,T15
NOR,611,2.77605,60.617893,14.950867,T15
NOR,612,2.8098783,60.61835,9.430295,T15
NOR,613,2.843675,60.619064,18.567036,T15
NOR,614,2.8775551,60.61902,9.847325,T15
NOR,615,2.9113116,60.618805,23.175754,T15
NOR,616,2.9452167,60.61845,1241.06404,T15
NOR,617,2.9790068,60.618153,33.514126,T15
NOR,618,3.0128896,60.618317,33.770744,T15
NOR,619,3.0467522,60.618668,213.501036,T15
NOR,620,3.0805647,60.61882,46.859657,T15
NOR,621,3.0994866,60.623444,6.3223,T15
NOR,622,3.1088085,60.61999,15.37026,T15
NOR,623,3.142746,60.619915,82.825154,T15
NOR,624,3.176396,60.61989,20.831358,T15
NOR,625,3.2102232,60.619247,15.639943,T15
NOR,626,3.2440016,60.618626,2878.28876,T15
NOR,627,3.277705,60.61846,717.069586,T15
NOR,628,3.3113756,60.617977,308.38059,T15
NOR,629,3.345187,60.61705,47.325568,T15
NOR,630,3.376413,60.615482,26.819951,T15
NOR,631,3.401356,60.61878,11.343673,T15
NOR,632,3.414945,60.618885,31.772763,T15
NOR,633,3.4487505,60.61919,0,T15
NOR,634,3.4826066,60.619534,0,T15
NOR,635,3.51635,60.62024,0,T15
NOR,636,3.5501134,60.621243,0,T15
NOR,637,3.5839448,60.6211,0,T15
NOR,638,3.6177683,60.62077,1.513407,T15
NOR,639,3.65157,60.62039,1.652086,T15
NOR,640,3.6854372,60.619873,1.752899,T15
NOR,641,3.71934,60.61926,2.486551,T15
NOR,642,3.7530932,60.618725,1.605025,T15
NOR,643,3.786875,60.61816,0,T15
NOR,644,3.8207815,60.617695,0,T15
NOR,645,3.8544838,60.617695,0,T15
NOR,646,3.8883584,60.618023,0,T15
NOR,647,3.9221005,60.618443,0,T15
NOR,648,3.955989,60.618645,0,T15
NOR,649,3.9897454,60.618885,0,T15
NOR,650,4.0236316,60.61919,0,T15
NOR,651,4.0575204,60.61942,0,T15
NOR,652,4.091378,60.61973,0,T15
NOR,653,4.1251783,60.619637,0,T15
NOR,654,4.15903,60.619347,0,T15
NOR,655,4.1928544,60.619102,0,T15
NOR,656,4.2267156,60.618824,0,T15
NOR,657,4.260507,60.61832,0,T15
NOR,658,4.294355,60.617825,0,T15
NOR,659,4.328101,60.61693,0,T15
NOR,660,4.3618946,60.616074,0,T15
NOR,661,4.395714,60.61539,0,T15
NOR,662,4.429487,60.614918,0,T15
NOR,663,4.4632435,60.614067,0.571665,T15
NOR,664,4.497073,60.613503,0.420564,T15
NOR,665,4.5308895,60.61308,1.01557,T15
NOR,666,4.5646067,60.612965,0.234527,T15
NOR,667,4.4173183,60.92675,0,T16
NOR,668,4.4071035,60.92671,0,T16
NOR,669,4.3727865,60.92671,0,T16
NOR,670,4.3386536,60.926353,0,T16
NOR,671,4.3045816,60.926147,0,T16
NOR,672,4.2703614,60.926697,0,T16
NOR,673,4.2363267,60.927383,0,T16
NOR,674,4.2021065,60.928085,0,T16
NOR,675,4.167975,60.92864,19.678917,T16
NOR,676,4.133805,60.92911,11.210672,T16
NOR,677,4.09968,60.92968,7.712947,T16
NOR,678,4.065574,60.930317,9.634711,T16
NOR,679,4.031437,60.9309,14.900201,T16
NOR,680,3.9972785,60.931095,2.775982,T16
NOR,681,3.963088,60.931053,2.411025,T16
NOR,682,3.92889,60.930733,3.808608,T16
NOR,683,3.89476,60.93065,2.99029,T16
NOR,684,3.86061,60.930893,2.914344,T16
NOR,685,3.8264804,60.930798,1.311588,T16
NOR,686,3.7923455,60.930786,1.953555,T16
NOR,687,3.7581916,60.930447,1.787254,T16
NOR,688,3.724105,60.930058,1.341532,T16
NOR,689,3.68993,60.930077,1.771939,T16
NOR,690,3.6557705,60.93038,0,T16
NOR,691,3.62167,60.930496,0,T16
NOR,692,3.5874534,60.93051,0,T16
NOR,693,3.553644,60.932438,0,T16
NOR,694,3.519823,60.934353,0,T16
NOR,695,3.48605,60.932274,0.781533,T16
NOR,696,3.4519033,60.931953,0.8818,T16
NOR,697,3.4176893,60.931458,0.858662,T16
NOR,698,3.3835223,60.93099,0.925156,T16
NOR,699,3.3494782,60.930664,0.753245,T16
NOR,700,3.3153317,60.930286,47.856918,T16
NOR,701,3.2811368,60.92992,38.91911,T16
NOR,702,3.246992,60.930107,544.541792,T16
NOR,703,3.2127485,60.930393,42.808319,T16
NOR,704,3.178665,60.930683,196.322101,T16
NOR,705,3.144675,60.931107,25.680336,T16
NOR,706,3.1107733,60.932217,13.192743,T16
NOR,707,3.076888,60.933613,39.658361,T16
NOR,708,3.0483737,60.941536,15.104027,T16
NOR,709,3.0205274,60.93194,131.845878,T16
NOR,710,2.9864967,60.931347,17.298809,T16
NOR,711,2.9522784,60.93063,4.374006,T16
NOR,712,2.918178,60.930466,3.690045,T16
NOR,713,2.884085,60.930473,3.046684,T16
NOR,714,2.8522294,60.931107,0.539851,T16
NOR,715,2.83946,60.933983,0,T16
NOR,716,2.817985,60.93119,3.115637,T16
NOR,717,2.783805,60.931602,0.815088,T16
NOR,718,2.7496817,60.932034,1.010932,T16
NOR,719,2.7155411,60.932594,3.340152,T16
NOR,720,2.6813412,60.932972,4.701679,T16
NOR,721,2.6472616,60.932972,204.022003,T16
NOR,722,2.6130834,60.93294,39.535368,T16
NOR,723,2.5789256,60.932854,925.562368,T16
NOR,724,2.5447657,60.93277,44.954913,T16
NOR,725,2.5105522,60.93273,11.396943,T16
NOR,726,2.4763,60.932625,1.402935,T16
NOR,727,2.4421718,60.932133,1.32343,T16
NOR,728,2.4080193,60.931713,1.998106,T16
NOR,729,2.3739767,60.93104,1.554055,T16
NOR,730,2.3397079,60.930283,1.711032,T16
NOR,731,2.305607,60.929493,0,T16
NOR,732,2.2714543,60.928627,0,T16
NOR,733,2.2373707,60.927784,0,T16
NOR,734,2.2032387,60.927303,0,T16
NOR,735,2.1691396,60.926933,0,T16
NOR,736,2.1350605,60.927246,1.869914,T16
NOR,737,2.10137,60.929195,0.852494,T16
NOR,738,2.082469,60.925568,0,T16
NOR,739,2.0547569,60.927467,0,T16
NOR,740,2.0207946,60.92626,0,T16
NOR,741,2.0033383,61.236954,872.52029,T17
NOR,742,2.0332007,61.238014,430.466276,T17
NOR,743,2.0676293,61.2378,849.839045,T17
NOR,744,2.10204,61.238476,19.289183,T17
NOR,745,2.13656,61.23948,17.850388,T17
NOR,746,2.1709561,61.24053,34.625975,T17
NOR,747,2.2054439,61.24146,201.627297,T17
NOR,748,2.2398982,61.242256,119.508193,T17
NOR,749,2.2743068,61.242786,22.763617,T17
NOR,750,2.308895,61.24248,20.324946,T17
NOR,751,2.3433633,61.24157,22.378351,T17
NOR,752,2.3776984,61.24045,22.056497,T17
NOR,753,2.411951,61.240223,24.406446,T17
NOR,754,2.4464438,61.240074,9.769331,T17
NOR,755,2.4807956,61.24015,4.697549,T17
NOR,756,2.5152285,61.239975,3.538796,T17
NOR,757,2.54966,61.2423,4.669646,T17
NOR,758,2.5930233,61.24114,4.823357,T17
NOR,759,2.627434,61.240612,12.575097,T17
NOR,760,2.66189,61.239914,7.599349,T17
NOR,761,2.69636,61.23917,8.584423,T17
NOR,762,2.7309072,61.238575,8.655364,T17
NOR,763,2.765325,61.237995,15.62119,T17
NOR,764,2.7998583,61.238403,1.250885,T17
NOR,765,2.8343174,61.238888,1.079209,T17
NOR,766,2.86876,61.239433,1.388069,T17
NOR,767,2.90328,61.240105,1.113245,T17
NOR,768,2.93764,61.240906,1.167281,T17
NOR,769,2.97218,61.24172,0,T17
NOR,770,3.0067234,61.242336,0,T17
NOR,771,3.0411663,61.24285,0,T17
NOR,772,3.0756083,61.243717,0,T17
NOR,773,3.1099434,61.245018,0,T17
NOR,774,3.14443,61.244892,10.636995,T17
NOR,775,3.178965,61.24435,26.51094,T17
NOR,776,3.2134476,61.243847,16.606706,T17
NOR,777,3.2479067,61.24315,12.207291,T17
NOR,778,3.2823467,61.242188,12.568157,T17
NOR,779,3.3168015,61.24194,0,T17
NOR,780,3.351295,61.24252,0,T17
NOR,781,3.3857765,61.24305,0,T17
NOR,782,3.4202433,61.243374,0,T17
NOR,783,3.4547317,61.243553,0,T17
NOR,784,3.4893034,61.24353,0,T17
NOR,785,3.5237617,61.243614,0,T17
NOR,786,3.5583107,61.24357,0,T17
NOR,787,3.592767,61.24313,0,T17
NOR,788,3.6273234,61.24278,0,T17
NOR,789,3.6617663,61.242306,0,T17
NOR,790,3.6962502,61.24193,0,T17
NOR,791,3.7308216,61.242043,0,T17
NOR,792,3.7652483,61.242496,0,T17
NOR,793,3.79974,61.243008,0,T17
NOR,794,3.8342972,61.24262,0,T17
NOR,795,3.8687897,61.242218,0,T17
NOR,796,3.90331,61.241684,0,T17
NOR,797,3.9377139,61.24098,0,T17
NOR,798,3.9721985,61.2403,0,T17
NOR,799,4.006629,61.239685,0,T17
NOR,800,4.04117,61.239006,0,T17
NOR,801,4.074845,61.23634,0,T17
NOR,802,4.1079235,61.231747,0,T17
NOR,803,4.1422567,61.232952,0,T17
NOR,804,4.1766067,61.234512,0,T17
NOR,805,4.211048,61.236004,0,T17
NOR,806,4.2453566,61.237465,0,T17
NOR,807,4.2797556,61.238773,0,T17
NOR,808,4.3142304,61.239334,0,T17
NOR,809,4.4160743,61.550907,0,T18
NOR,810,4.4090705,61.550903,0,T18
NOR,811,4.374233,61.550995,0,T18
NOR,812,4.3394313,61.55141,0,T18
NOR,813,4.3046346,61.552048,0,T18
NOR,814,4.269803,61.5524,0,T18
NOR,815,4.235013,61.55273,15.971671,T18
NOR,816,4.2002416,61.553165,25.293217,T18
NOR,817,4.165352,61.552494,10.351897,T18
NOR,818,4.130442,61.551918,8.459809,T18
NOR,819,4.09565,61.551895,9.894195,T18
NOR,820,4.060842,61.551662,12.492378,T18
NOR,821,4.0260534,61.551914,17.318788,T18
NOR,822,3.9911592,61.55253,6.041802,T18
NOR,823,3.9564116,61.552963,3.680909,T18
NOR,824,3.9216475,61.553368,5.317186,T18
NOR,825,3.8868115,61.553993,6.83309,T18
NOR,826,3.8520195,61.55478,5.414677,T18
NOR,827,3.8171487,61.555107,6.997906,T18
NOR,828,3.7823324,61.555252,6.554633,T18
NOR,829,3.747459,61.55555,14.184137,T18
NOR,830,3.7126045,61.55589,0,T18
NOR,831,3.6778455,61.555874,0,T18
NOR,832,3.6430438,61.555565,0,T18
NOR,833,3.608215,61.55489,0,T18
NOR,834,3.573465,61.553818,0,T18
NOR,835,3.5386317,61.553288,0,T18
NOR,836,3.5037901,61.553806,0,T18
NOR,837,3.469017,61.55443,0,T18
NOR,838,3.4341528,61.55518,0,T18
NOR,839,3.3994148,61.556084,0,T18
NOR,840,3.3646126,61.557117,0,T18
NOR,841,3.3298917,61.558033,0,T18
NOR,842,3.2954175,61.558754,0,T18
NOR,843,3.260624,61.557545,0,T18
NOR,844,3.2260041,61.55557,0,T18
NOR,845,3.1925364,61.55209,0,T18
NOR,846,3.1782837,61.555916,0,T18
NOR,847,3.1448715,61.55766,0,T18
NOR,848,3.1099274,61.557396,0,T18
NOR,849,3.075138,61.556965,0,T18
NOR,850,3.0402458,61.556847,4.15737,T18
NOR,851,3.0054517,61.556927,6.408308,T18
NOR,852,2.9705794,61.556923,12.02292,T18
NOR,853,2.9357755,61.55681,24.821512,T18
NOR,854,2.9009104,61.55677,18.069845,T18
NOR,855,2.866077,61.556896,0,T18
NOR,856,2.8312192,61.556988,0,T18
NOR,857,2.7962737,61.557274,0,T18
NOR,858,2.7614834,61.55762,0,T18
NOR,859,2.7265983,61.557873,0,T18
NOR,860,2.6917684,61.55797,0,T18
NOR,861,2.656935,61.557846,0,T18
NOR,862,2.622045,61.55784,0,T18
NOR,863,2.587225,61.557556,0,T18
